,fQ,EC,EJ,alpha,dispersion,gbus,chi_in_MHz,cut_l,cut_h,gap,w,l,r,cpw_l,jj_gap,jj_contact_size,coupling_gap,JJ_cutout_w,JJ_cutout_h,JJ_cutout_r,JJ_c_contact_l,JJ_c_contact_r,JJ_c_contact_w,coupling_d,coupling_pad_w,coupling_stub_w,coupling_r,cpw_pin,chip,resolution,junction,orientation,JJ_c_contact_shortl,istunnel,layer,coupling_arm,jj_taper_r,Lj [nH],g_alex [MHz],Ec_alex [MHz],Ej_alex [GHz],wr_alex [GHz],Chi [MHz],Purcell T1 [us],target kappa [MHz],Purcell T1 qiskit [us],target kappa qiskit [MHz]
17,4.445355105036051,198.73503183636572,13.616300010297985,-222.73461255879306,0.3925426321029663,61.79225026125457,-0.6314950500009832,1.4000000000000001,1.2,0.07,0.4,0.62,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,60.04826308044961,198.7350443881352,11.952039546851227,4.359164240881251,0.009378848525624865,350907.2330815288,0.01875769705124973,5211.609791102359,0.01875769705124973
18,4.416290696461442,196.01185782622244,13.616300010297985,-219.4750941877972,0.33531679725646973,61.29510837778342,-0.5930260977979401,1.4000000000000001,1.2,0.07,0.4,0.63,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,59.56587048385036,196.0118702060008,11.952039546851227,4.329195421187998,0.00922854287589831,362430.7979230038,0.01845708575179662,5640.069080599061,0.01845708575179662
19,4.3863994678823905,193.23292591632574,13.616300010297985,-216.15418591616282,0.2845237493515015,60.82352939409787,-0.5568269627623066,1.4000000000000001,1.2,0.07,0.4,0.64,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,59.108501240821205,193.23293812059148,11.952039546851227,4.298397578792883,0.009087088009444426,373802.2363022594,0.018174176018888853,6100.232292191925,0.018174176018888853
20,4.357442778115005,190.56181933653556,13.616300010297985,-212.96723067039392,0.2421397533416748,60.33905474197072,-0.5235654574286935,1.4000000000000001,1.2,0.07,0.4,0.65,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,58.638433336967275,190.56183137209874,11.952039546851227,4.2685852875909305,0.00894290267583251,385952.9412571719,0.01788580535166502,6592.3745391172415,0.01788580535166502
21,4.328934257224642,187.95214059981095,13.616300010297985,-209.85839784848926,0.2061435317993164,59.86163619981813,-0.4928973234567981,1.4000000000000001,1.2,0.07,0.4,0.66,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,58.17518439300492,187.9521524705512,11.952039546851227,4.239256122711946,0.00880194531942673,398413.4866618454,0.01760389063885346,7114.694191329044,0.01760389063885346
22,4.300417138149338,185.3615672279287,13.616300010297985,-206.77705290181495,0.17511088466644287,59.33142028912911,-0.463321089416717,1.4000000000000001,1.2,0.07,0.4,0.67,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,57.66045458577916,185.3615789350527,11.952039546851227,4.209939592819389,0.008646711904229882,412847.23990032764,0.017293423808459763,7704.745640585152,0.017293423808459763
23,4.2725547376657556,182.8496417382905,13.616300010297985,-203.79375904193137,0.1489901089668274,58.896409400194955,-0.4374665343684145,1.4000000000000001,1.2,0.07,0.4,0.68,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,57.23852655996666,182.8496532867655,11.952039546851227,4.181316813838872,0.008520383402568629,425180.2552896014,0.017040766805137258,8281.087821951061,0.017040766805137258
24,4.245097139794303,180.39270709432293,13.616300010297985,-200.88007023092047,0.12679684019088744,58.48667734692844,-0.4137670783745718,1.4000000000000001,1.2,0.07,0.4,0.6900000000000001,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,56.841201115739054,180.3927184876221,11.952039546851227,4.153129812879015,0.008402246123087218,437220.5495981018,0.016804492246174436,8878.508851468063,0.016804492246174436
25,4.218415649275066,178.02277014132426,13.616300010297985,-198.07358205304388,0.1081819190979004,58.095415734719985,-0.39214915305226344,1.4000000000000001,1.2,0.07,0.4,0.7000000000000001,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,56.46183708109703,178.0227813849422,11.952039546851227,4.125758425650517,0.008290204191309622,449118.46265673643,0.016580408382619243,9494.560252219113,0.016580408382619243
26,4.1934632959248335,175.82204150284707,13.616300010297985,-195.471018982795,0.09308182716369628,57.7301325610644,-0.3730352673353854,1.4000000000000001,1.2,0.07,0.4,0.71,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,56.107679111060435,175.8220526074707,11.952039546851227,4.10017768002612,0.008186280268441542,460593.8611366356,0.016372560536883084,10107.758615214656,0.016372560536883084
27,4.168129966735187,173.6031252373091,13.616300010297985,-192.8504110971763,0.07975697422027588,57.121536822757875,-0.35171276662605266,1.4000000000000001,1.2,0.07,0.4,0.72,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,55.51611321078703,173.60313620178974,11.952039546851227,4.074222919125748,0.008014589193883457,480539.21077371936,0.016029178387766914,10950.19780728953,0.016029178387766914
28,4.1431062130573935,171.4265404066,13.616300010297985,-190.28318162081544,0.06834020376205445,56.72842449340444,-0.3343046902384881,1.4000000000000001,1.2,0.07,0.4,0.73,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,55.13478648124858,171.4265512336112,11.952039546851227,4.048601654620459,0.007904655441477351,493998.32414796203,0.015809310882954702,11680.621466217515,0.015809310882954702
29,4.118723480046315,169.32022958777173,13.616300010297985,-187.80203372783052,0.05868255043029785,56.47082283435868,-0.31963481079502726,1.4000000000000001,1.2,0.07,0.4,0.74,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,54.88564275398295,169.32024028175186,11.952039546851227,4.023652279141278,0.00783302894731449,503074.0326546674,0.01566605789462898,12328.423961785673,0.01566605789462898
30,4.0943274228133815,167.2270806690741,13.616300010297985,-185.339507808415,0.050292858600616455,56.07924643475957,-0.3042028089128998,1.4000000000000001,1.2,0.07,0.4,0.75,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,54.50572786961756,167.22709123085446,11.952039546851227,3.9987045979377576,0.007724774991507087,517272.8539761567,0.015449549983014173,13135.36985559067,0.015449549983014173
31,4.070951857325736,165.2348940143338,13.616300010297985,-182.9986519624907,0.04330549955368042,55.63561841727504,-0.28943555782874775,1.4000000000000001,1.2,0.07,0.4,0.76,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,54.07494200254875,165.23490445029103,11.952039546851227,3.974814825885666,0.007603041120991066,533969.787611674,0.015206082241982131,14026.591214409493,0.015206082241982131
32,4.0476793631977275,163.26449967943068,13.616300010297985,-180.68618019762846,0.03724881553649902,55.19902679048919,-0.27551411803408593,1.4000000000000001,1.2,0.07,0.4,0.77,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,53.651032359789674,163.26450999094118,11.952039546851227,3.9510442974069693,0.00748418202099426,551064.8131326719,0.01496836404198852,14969.357636837549,0.01496836404198852
33,4.024374220172473,161.30432380716715,13.616300010297985,-178.38844612421923,0.031976141929626466,54.848240661824306,-0.2630882224206128,1.4000000000000001,1.2,0.07,0.4,0.78,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,53.310793933096534,161.30433399487617,11.952039546851227,3.92725428663361,0.007389361317211784,565298.142303003,0.014778722634423569,15877.5341100112,0.014778722634423569
34,4.002043613257641,159.43828160422407,13.616300010297985,-176.20360430972391,0.027578606605529785,54.35682086964748,-0.2502988940217245,1.4000000000000001,1.2,0.07,0.4,0.79,0.2,0.1,0.003,0.003,0.02,0.07,0.07,0.15,0.04,0.0025,0.01,0.08,0.1,0.09,0.04,0.015,main,10.0,False,0.0,0.01,False,5.0,False,0.03,13.676453476080171,52.83327285623009,159.43829167407708,11.952039546851227,3.9044720691750068,0.007257542651427042,586019.6384974098,0.014515085302854084,16991.934932799453,0.014515085302854084
